3.33, 5.00, 2.32
2.16, 4.95, 2.36
1.27, 4.53, 2.39
0.76, 3.91, 2.42
0.68, 3.27, 2.45
0.97, 2.80, 2.48
1.53, 2.65, 2.51
2.19, 2.91, 2.54
2.75, 3.60, 2.58
3.03, 4.65, 2.61
2.89, 5.94, 2.64
2.25, 7.26, 2.67
1.11, 8.43, 2.70
-0.46, 9.26, 2.73
-2.30, 9.59, 2.76
-4.22, 9.36, 2.80
-6.00, 8.57, 2.83
-7.47, 7.30, 2.86
-8.47, 5.71, 2.89
-8.93, 3.99, 2.92
-8.85, 2.34, 2.95
-8.34, 0.96, 2.98
-7.52, -0.03, 3.02
-6.61, -0.57, 3.05
-5.78, -0.67, 3.08
-5.20, -0.43, 3.11
-5.00, 0.00, 3.14
-5.20, 0.43, 3.17
-5.78, 0.67, 3.20
-6.61, 0.57, 3.24
-7.52, 0.03, 3.27
-8.34, -0.96, 3.30
-8.85, -2.34, 3.33
-8.93, -3.99, 3.36
-8.47, -5.71, 3.39
-7.47, -7.30, 3.42
-6.00, -8.57, 3.46
-4.22, -9.36, 3.49
-2.30, -9.59, 3.52
-0.46, -9.26, 3.55
1.11, -8.43, 3.58
2.25, -7.26, 3.61
2.89, -5.94, 3.64
3.03, -4.65, 3.68
2.75, -3.60, 3.71
2.19, -2.91, 3.74
1.53, -2.65, 3.77
0.97, -2.80, 3.80
0.68, -3.27, 3.83
0.76, -3.91, 3.86
1.27, -4.53, 3.90
2.16, -4.95, 3.93
3.33, -5.00, 3.96
4.60, -4.59, 3.99
5.78, -3.69, 4.02
6.67, -2.35, 4.05
7.12, -0.71, 4.08
7.04, 1.05, 4.12
6.40, 2.73, 4.15
5.26, 4.13, 4.18
3.78, 5.09, 4.21
2.12, 5.51, 4.24
0.51, 5.38, 4.27
-0.88, 4.77, 4.30
-1.87, 3.82, 4.34
-2.39, 2.70, 4.37
-2.44, 1.62, 4.40
-2.08, 0.76, 4.43
-1.46, 0.26, 4.46
-0.76, 0.18, 4.49
-0.16, 0.52, 4.52
0.15, 1.17, 4.56
0.07, 2.00, 4.59
-0.45, 2.81, 4.62
-1.39, 3.41, 4.65
-2.63, 3.65, 4.68
-4.00, 3.40, 4.71
-5.31, 2.64, 4.74
-6.36, 1.42, 4.78
-6.99, -0.14, 4.81
-7.08, -1.86, 4.84
-6.63, -3.53, 4.87
-5.67, -4.96, 4.90
-4.34, -5.98, 4.93
-2.83, -6.49, 4.96
-1.32, -6.48, 5.00
-0.03, -5.99, 5.03
0.89, -5.16, 5.06
1.37, -4.17, 5.09
1.38, -3.21, 5.12
0.99, -2.48, 5.15
0.35, -2.10, 5.18
-0.37, -2.15, 5.22
-0.98, -2.63, 5.25
-1.30, -3.43, 5.28
-1.21, -4.42, 5.31
-0.65, -5.41, 5.34
0.34, -6.21, 5.37
1.66, -6.63, 5.40
3.15, -6.58, 5.43
4.61, -6.01, 5.47
5.84, -4.95, 5.50
6.67, -3.53, 5.53
6.99, -1.92, 5.56
6.76, -0.33, 5.59
6.04, 1.06, 5.62
4.94, 2.05, 5.65
3.64, 2.57, 5.69
2.35, 2.56, 5.72
1.25, 2.10, 5.75
0.51, 1.30, 5.78
0.22, 0.34, 5.81
0.39, -0.58, 5.84
0.96, -1.27, 5.87
1.80, -1.61, 5.91
2.72, -1.50, 5.94
3.53, -0.96, 5.97
4.06, -0.06, 6.00
4.18, 1.05, 6.03
3.83, 2.18, 6.06
3.02, 3.13, 6.09
1.86, 3.74, 6.13
0.51, 3.89, 6.16
-0.83, 3.51, 6.19
-1.97, 2.66, 6.22
-2.73, 1.43, 6.25
